,0,1,2,3,Aditivo,Beneficiário,CNPJ Beneficiário,Categoria do convênio,Contrapartida (R$),Convênio,Data da publicação,Data da situação,Entidade,Filtros utilizados para elaboração da consulta,Motivo,Não há documentos vinculados para este convênio.,Objeto,Período de vigência final,Repasse (R$),Selecione o formato que deseja exportar,Situação,Tipo de convênio,Total (R$),Total conveniado no período para a entidade,Vigência,Órgão concedente,EXECUÇÃO DO PROJETO ESCOTISMO,cooperação entre as partes para a execução do projeto Escotismo,Ano,Concedido (R$),Conta,Mês,Recebido (R$)
464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.560.277,68",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.912.000,00",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.454.008,48",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 19.926.286,16",,,"Total recebidoR$ 0,00"
468,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2019 | Mês: Setembro,,,,,,PDF,,,,,,,,, *,,, *,
469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.850.660,41",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.551.000,00",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.447.649,71",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 6.849.310,12",,,"Total recebidoR$ 0,00"
473,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2019 | Mês: Março,,,,,,PDF,,,,,,,,, *,,, *,
474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.949.726,11",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.201.173,14",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.244.620,50",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 16.395.519,75",,,"Total recebidoR$ 0,00"
478,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2016 | Mês: Julho,,,,,,PDF,,,,,,,,, *,,, *,
479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.798.790,00",REPASSE AO LEGISLATIVO  REPASSE AO LEGISLATIVO,,000
480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.724.787,76",REPASSE FUMCULT  REPASSE FUMCULT,,000
481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.142.664,44",REPASSE PREVCON INATIVOS/PENSIONISTAS  REPASSE PREVCON INATIVOS/PENSIONISTAS,,000
482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 5.666.242,20",,,"Total recebidoR$ 0,00"
483,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2013 | Mês: Março,,,,,,PDF,,,,,,,,, *,,, *,
484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.697.423,12",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.224.092,17",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.342.930,55",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 22.264.445,84",,,"Total recebidoR$ 0,00"
488,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2021 | Mês: Agosto,,,,,,PDF,,,,,,,,, *,,, *,
489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.845.000,00",REPASSE AO LEGISLATIVO  REPASSE AO LEGISLATIVO,,"77.397,92"
490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.675.113,27",REPASSE PREVCON INATIVOS/PENSIONISTAS  REPASSE PREVCON INATIVOS/PENSIONISTAS,,000
491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 14.632.950,35",,,"Total recebidoR$ 77.397,92"
492,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2012 | Mês: Outubro,,,,,,PDF,,,,,,,,, *,,, *,
493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.008.026,37",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,"82.482,15"
494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.716.173,14",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.688.312,27",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 23.412.511,78",,,"Total recebidoR$ 82.482,15"
497,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2016 | Mês: Outubro,,,,,,PDF,,,,,,,,, *,,, *,
498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.627.430,30",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.523.063,14",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"880.191,40",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 5.030.684,84",,,"Total recebidoR$ 0,00"
502,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2016 | Mês: Fevereiro,,,,,,PDF,,,,,,,,, *,,, *,
503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.654.018,34",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.365.000,00",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"986.755,88",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 5.005.774,22",,,"Total recebidoR$ 0,00"
507,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2018 | Mês: Fevereiro,,,,,,PDF,,,,,,,,, *,,, *,
508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.275.110,75",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.602.000,00",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.953.878,46",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 17.830.989,21",,,"Total recebidoR$ 0,00"
512,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2019 | Mês: Agosto,,,,,,PDF,,,,,,,,, *,,, *,
513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.280.000,00",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.149.350,00",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.809.059,66",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 9.238.409,66",,,"Total recebidoR$ 0,00"
517,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2022 | Mês: Março,,,,,,PDF,,,,,,,,, *,,, *,
518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.807.212,47",REPASSE AO LEGISLATIVO  REPASSE AO LEGISLATIVO,,"68.151,08"
519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.199.760,42",REPASSE FUMCULT  REPASSE FUMCULT,,000
520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.079.712,17",REPASSE PREVCON INATIVOS/PENSIONISTAS  REPASSE PREVCON INATIVOS/PENSIONISTAS,,000
521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 13.086.685,06",,,"Total recebidoR$ 68.151,08"
522,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2011 | Mês: Setembro,,,,,,PDF,,,,,,,,, *,,, *,
523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.343.284,51",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.987.902,45",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.673.939,42",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 13.005.126,38",,,"Total recebidoR$ 0,00"
527,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2015 | Mês: Junho,,,,,,PDF,,,,,,,,, *,,, *,
528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.419.609,96",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.366.000,00",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.459.112,31",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 11.244.722,27",,,"Total recebidoR$ 0,00"
532,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2019 | Mês: Maio,,,,,,PDF,,,,,,,,, *,,, *,
533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.761.022,06",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.492.593,14",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.052.264,33",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 5.305.879,53",,,"Total recebidoR$ 0,00"
537,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2020 | Mês: Fevereiro,,,,,,PDF,,,,,,,,, *,,, *,
538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.396.370,00",REPASSE AO LEGISLATIVO  REPASSE AO LEGISLATIVO,,000
539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.820.974,62",REPASSE FUMCULT  REPASSE FUMCULT,,000
540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.479.228,81",REPASSE PREVCON INATIVOS/PENSIONISTAS  REPASSE PREVCON INATIVOS/PENSIONISTAS,,000
541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 15.696.573,43",,,"Total recebidoR$ 0,00"
542,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2013 | Mês: Setembro,,,,,,PDF,,,,,,,,, *,,, *,
543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.226.229,15",REPASSE AO LEGISLATIVO  REPASSE AO LEGISLATIVO,,"68.151,08"
544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.071.056,98",REPASSE FUMCULT  REPASSE FUMCULT,,000
545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.736.014,34",REPASSE PREVCON INATIVOS/PENSIONISTAS  REPASSE PREVCON INATIVOS/PENSIONISTAS,,000
546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 7.033.300,47",,,"Total recebidoR$ 68.151,08"
547,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2011 | Mês: Maio,,,,,,PDF,,,,,,,,, *,,, *,
548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.262.230,00",REPASSE AO LEGISLATIVO  REPASSE AO LEGISLATIVO,,000
549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.108.974,62",REPASSE FUMCULT  REPASSE FUMCULT,,000
550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.253.064,90",REPASSE PREVCON INATIVOS/PENSIONISTAS  REPASSE PREVCON INATIVOS/PENSIONISTAS,,000
551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 18.624.269,52",,,"Total recebidoR$ 0,00"
552,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2013 | Mês: Novembro,,,,,,PDF,,,,,,,,, *,,, *,
553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.594.139,88",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"495.000,00",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"921.421,29",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 4.010.561,17",,,"Total recebidoR$ 0,00"
557,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2017 | Mês: Fevereiro,,,,,,PDF,,,,,,,,, *,,, *,
558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.664.650,00",REPASSE AO LEGISLATIVO  REPASSE AO LEGISLATIVO,,000
559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.697.474,02",REPASSE FUMCULT  REPASSE FUMCULT,,000
560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.916.934,45",REPASSE PREVCON INATIVOS/PENSIONISTAS  REPASSE PREVCON INATIVOS/PENSIONISTAS,,000
561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 9.279.058,47",,,"Total recebidoR$ 0,00"
562,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2013 | Mês: Maio,,,,,,PDF,,,,,,,,, *,,, *,
563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.530.510,00",REPASSE AO LEGISLATIVO  REPASSE AO LEGISLATIVO,,000
564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.387.474,62",REPASSE FUMCULT  REPASSE FUMCULT,,000
565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.693.061,29",REPASSE PREVCON INATIVOS/PENSIONISTAS  REPASSE PREVCON INATIVOS/PENSIONISTAS,,000
566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 12.611.045,91",,,"Total recebidoR$ 0,00"
567,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2013 | Mês: Julho,,,,,,PDF,,,,,,,,, *,,, *,
568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.560.000,00",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.161.350,00",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.604.017,52",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 18.325.367,52",,,"Total recebidoR$ 0,00"
572,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2022 | Mês: Junho,,,,,,PDF,,,,,,,,, *,,, *,
573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.289.976,63",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"145.000,00",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"469.904,00",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 1.904.880,63",,,"Total recebidoR$ 0,00"
577,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2017 | Mês: Janeiro,,,,,,PDF,,,,,,,,, *,,, *,
578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.174.355,78",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.120.038,12",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.086.799,63",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 5.381.193,53",,,"Total recebidoR$ 0,00"
582,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2021 | Mês: Fevereiro,,,,,,PDF,,,,,,,,, *,,, *,
583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.924.671,19",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.389.809,73",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.406.568,50",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 22.721.049,42",,,"Total recebidoR$ 0,00"
587,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2015 | Mês: Outubro,,,,,,PDF,,,,,,,,, *,,, *,
588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.485.349,70",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.885.000,00",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.345.710,01",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 10.716.059,71",,,"Total recebidoR$ 0,00"
592,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2017 | Mês: Maio,,,,,,PDF,,,,,,,,, *,,, *,
593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.731.720,00",REPASSE AO LEGISLATIVO  REPASSE AO LEGISLATIVO,,000
594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.497.474,02",REPASSE FUMCULT  REPASSE FUMCULT,,000
595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.529.930,77",REPASSE PREVCON INATIVOS/PENSIONISTAS  REPASSE PREVCON INATIVOS/PENSIONISTAS,,000
596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 7.759.124,79",,,"Total recebidoR$ 0,00"
597,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2013 | Mês: Abril,,,,,,PDF,,,,,,,,, *,,, *,
598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.188.279,76",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.485.000,00",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.855.456,64",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 8.528.736,40",,,"Total recebidoR$ 0,00"
602,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2017 | Mês: Abril,,,,,,PDF,,,,,,,,, *,,, *,
603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.320.017,86",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.462.934,32",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.843.030,99",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 25.625.983,17",,,"Total recebidoR$ 0,00"
607,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2015 | Mês: Novembro,,,,,,PDF,,,,,,,,, *,,, *,
608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.629.500,00",REPASSE AO LEGISLATIVO  REPASSE AO LEGISLATIVO,,"77.397,92"
609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.033.807,78",REPASSE PREVCON INATIVOS/PENSIONISTAS  REPASSE PREVCON INATIVOS/PENSIONISTAS,,000
610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 15.776.144,86",,,"Total recebidoR$ 77.397,92"
611,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2012 | Mês: Novembro,,,,,,PDF,,,,,,,,, *,,, *,
612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.110.245,23",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.542.092,17",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.801.068,94",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 19.453.406,34",,,"Total recebidoR$ 0,00"
616,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2021 | Mês: Julho,,,,,,PDF,,,,,,,,, *,,, *,
617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.348.711,56",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.266.816,24",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.169.579,66",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 10.785.107,46",,,"Total recebidoR$ 0,00"
621,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2021 | Mês: Abril,,,,,,PDF,,,,,,,,, *,,, *,
622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.522.044,12",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
